Deal Number,FE Price,FE Margin,F&I (BE) Margin,Grand Total Mrgn,After Tax Price ,Delivery Date
12416,"10,950.70","1,241.98",356.14,"1,598.12","11,461.72",08/16/2022 12:00:00.000 
12397,"4,500.00",690.50,188.00,878.50,"4,849.20",08/13/2022 12:00:00.000 
12396,"7,000.00","3,190.50",188.00,"3,378.50","7,421.70",08/13/2022 12:00:00.000 
12413,"9,443.99","1,013.57",188.00,"1,201.57","9,762.57",08/13/2022 12:00:00.000 
12414,"8,469.00","1,572.34","1,418.05","2,990.39","10,702.26",08/13/2022 12:00:00.000 
12395,"13,248.97","2,913.90",529.29,"3,443.19","13,851.89",08/13/2022 12:00:00.000 
12389,"7,756.00","1,383.28",188.00,"1,571.28","8,646.08",08/12/2022 12:00:00.000 
12317,"6,424.00",929.33,188.00,"1,117.33","6,829.00",08/12/2022 12:00:00.000 
12412,589.00,-350.22,188.00,-162.22,861.72,08/12/2022 12:00:00.000 
12409,"9,418.91",718.85,403.96,"1,122.81","10,138.45",08/12/2022 12:00:00.000 
12411,"13,620.95","3,546.75","1,166.75","4,713.50","16,215.25",08/12/2022 12:00:00.000 
12410,"1,199.00","1,096.58",15.00,"1,111.58","1,292.91",08/11/2022 12:00:00.000 
12407,"5,299.00",-120.35,188.00,67.65,"5,671.37",08/11/2022 12:00:00.000 
12406,"12,866.40","1,529.91",188.00,"1,717.91","13,315.66",08/10/2022 12:00:00.000 
12269,"29,661.68","3,513.59","1,462.00","4,975.59","31,848.68",08/10/2022 12:00:00.000 
12403,"13,847.44","3,923.29",868.00,"4,791.29","15,990.66",08/09/2022 12:00:00.000 
12394,"8,542.00","1,767.91",188.00,"1,955.91","8,999.98",08/06/2022 12:00:00.000 
12400,"10,528.00","1,173.83",188.00,"1,361.83","11,026.76",08/06/2022 12:00:00.000 
12401,"10,851.85","1,124.36",472.47,"1,596.83","11,878.88",08/06/2022 12:00:00.000 
12402,"4,278.00",559.58,188.00,747.58,"4,466.00",08/06/2022 12:00:00.000 
12398,"19,866.95",427.13,"1,660.68","2,087.81","22,407.37",08/06/2022 12:00:00.000 
12391,"27,468.00",-493.69,976.28,482.59,"29,311.38",08/06/2022 12:00:00.000 
12399,"1,359.00",322.58,188.00,510.58,"1,591.86",08/06/2022 12:00:00.000 
12404,"1,590.00",493.00,0.00,493.00,"1,590.00",08/05/2022 12:00:00.000 
12393,"4,099.00","1,044.77","1,301.31","2,346.08","6,032.53",08/05/2022 12:00:00.000 
12390,"25,895.95","4,908.28",188.00,"5,096.28","28,306.30",08/05/2022 12:00:00.000 
12388,"9,371.88","1,154.35",409.85,"1,564.20","10,063.69",08/04/2022 12:00:00.000 
12384,"23,788.00","1,071.58","1,188.00","2,259.58","27,238.75",08/04/2022 12:00:00.000 
12386,"12,926.00","3,363.30","1,368.00","4,731.30","16,131.32",08/04/2022 12:00:00.000 
12383,"7,507.00",965.43,188.00,"1,153.43","8,100.53",08/02/2022 12:00:00.000 
12194,"7,599.00","1,314.52",327.58,"1,642.10","8,197.37",08/02/2022 12:00:00.000 
12380,"2,345.00",120.15,231.72,351.87,"2,748.81",07/30/2022 12:00:00.000 
12381,"23,484.65","2,691.38",188.00,"2,879.38","24,359.16",07/30/2022 12:00:00.000 
12382,"8,737.00","1,110.44",188.00,"1,298.44","9,183.83",07/30/2022 12:00:00.000 
12379,"3,437.00",500.02,188.00,688.02,"3,730.13",07/30/2022 12:00:00.000 
12364,"11,927.00","1,103.53",188.00,"1,291.53","13,073.47",07/30/2022 12:00:00.000 
12378,"13,460.85","1,410.09",500.10,"1,910.19","14,080.77",07/29/2022 12:00:00.000 
12377,"23,141.40","2,305.44","1,134.00","3,439.44","25,746.56",07/28/2022 12:00:00.000 
12375,"8,407.00","1,504.37","1,145.00","2,649.37","10,752.55",07/28/2022 12:00:00.000 
12376,"13,045.00","3,481.70",454.05,"3,935.75","13,642.01",07/27/2022 12:00:00.000 
12368,"7,737.00",960.44,188.00,"1,148.44","8,600.21",07/23/2022 12:00:00.000 
12369,"13,248.94","2,681.70",188.00,"2,869.70","13,462.19",07/23/2022 12:00:00.000 
12371,"13,219.93","2,671.75",188.00,"2,859.75","13,407.93",07/23/2022 12:00:00.000 
12370,"13,219.93","2,671.75",188.00,"2,859.75","13,433.18",07/23/2022 12:00:00.000 
12374,"10,598.99","1,380.33",543.20,"1,923.53","11,125.06",07/23/2022 12:00:00.000 
12355,"23,926.00","3,731.34","1,683.00","5,414.34","27,138.56",07/22/2022 12:00:00.000 
12367,"6,907.00",825.18,"1,640.80","2,465.98","9,094.16",07/22/2022 12:00:00.000 
12362,"7,907.00","1,279.35","1,276.00","2,555.35","10,146.86",07/22/2022 12:00:00.000 
12333,"4,662.00",488.64,557.40,"1,046.04","5,763.22",07/21/2022 12:00:00.000 
12201,"10,884.00","1,819.76",188.00,"2,007.76","11,418.34",07/21/2022 12:00:00.000 
12363,"8,587.80","2,750.24",623.00,"3,373.24","10,156.10",07/20/2022 12:00:00.000 
12361,"5,707.00",968.18,188.00,"1,156.18","6,230.92",07/20/2022 12:00:00.000 
12366,"11,287.00",563.53,"1,199.00","1,762.53","13,333.03",07/20/2022 12:00:00.000 
12337,"8,407.00","1,341.05",213.25,"1,554.30","9,073.21",07/20/2022 12:00:00.000 
12365,"7,237.00","1,197.98",188.00,"1,385.98","8,254.03",07/20/2022 12:00:00.000 
12357,"11,228.00","1,100.58",398.00,"1,498.58","12,042.87",07/19/2022 12:00:00.000 
12360,"5,187.00",878.11,"1,172.00","2,050.11","7,319.52",07/19/2022 12:00:00.000 
12359,"1,759.00",580.54,188.00,768.54,"2,049.60",07/19/2022 12:00:00.000 
12349,"3,199.00",726.58,188.00,914.58,"3,565.49",07/19/2022 12:00:00.000 
12356,"17,353.87","2,666.95",188.00,"2,854.95","18,197.21",07/16/2022 12:00:00.000 
12354,"4,337.00","1,034.03",188.00,"1,222.03","4,525.00",07/16/2022 12:00:00.000 
12348,"3,937.00",423.33,188.00,611.33,"4,342.39",07/16/2022 12:00:00.000 
12353,"1,811.00","-1,968.04",188.00,"-1,780.04","2,146.45",07/16/2022 12:00:00.000 
12350,"7,151.98",938.38,188.00,"1,126.38","7,552.84",07/16/2022 12:00:00.000 
12351,"5,587.00",957.49,"1,544.00","2,501.49","7,762.73",07/16/2022 12:00:00.000 
12339,"8,500.00","2,384.75",188.00,"2,572.75","8,688.00",07/15/2022 12:00:00.000 
12345,511.00,-286.03,188.00,-98.03,719.27,07/15/2022 12:00:00.000 
12346,988.00,314.98,188.00,502.98,"1,176.00",07/15/2022 12:00:00.000 
12342,"12,337.00","1,737.50","2,211.00","3,948.50","15,210.32",07/15/2022 12:00:00.000 
12347,"5,587.00","1,199.96","1,188.00","2,387.96","7,399.60",07/15/2022 12:00:00.000 
12340,"7,537.00","1,068.81",188.00,"1,256.81","8,383.17",07/15/2022 12:00:00.000 
12343,"2,152.45",308.45,188.00,496.45,"2,457.72",07/15/2022 12:00:00.000 
12338,"12,307.00","2,274.60","1,278.00","3,552.60","15,068.74",07/15/2022 12:00:00.000 
12332,"5,237.00",924.46,"2,571.76","3,496.22","8,755.90",07/13/2022 12:00:00.000 
12335,"5,637.00","1,257.95",188.00,"1,445.95","6,321.29",07/13/2022 12:00:00.000 
12336,"11,228.00","1,405.80",-905.61,500.19,"10,538.54",07/13/2022 12:00:00.000 
12331,"8,037.00","1,163.75",489.80,"1,653.55","8,658.46",07/12/2022 12:00:00.000 
12330,"8,482.00","1,491.79","1,682.40","3,174.19","11,042.16",07/12/2022 12:00:00.000 
12327,"5,799.00","1,495.27",331.52,"1,826.79","6,522.34",07/09/2022 12:00:00.000 
12318,"10,668.00","1,773.10","1,711.20","3,484.30","12,929.63",07/09/2022 12:00:00.000 
12325,"10,526.00","1,305.05",612.80,"1,917.85","11,303.88",07/09/2022 12:00:00.000 
12328,"7,599.00","1,030.20","1,373.12","2,403.32","9,960.70",07/09/2022 12:00:00.000 
12322,"15,126.00","2,909.38","1,086.00","3,995.38","17,532.36",07/09/2022 12:00:00.000 
12329,"20,198.00","-4,662.38","1,188.00","-3,474.38","23,014.72",07/09/2022 12:00:00.000 
12326,"2,212.00",557.45,188.00,745.45,"2,469.60",07/09/2022 12:00:00.000 
12323,"3,578.00","-1,525.65",188.00,"-1,337.65","3,875.21",07/09/2022 12:00:00.000 
12324,"23,988.00","3,741.10",720.80,"4,461.90","24,902.35",07/09/2022 12:00:00.000 
12321,"13,420.95","3,362.70",388.20,"3,750.90","14,140.85",07/09/2022 12:00:00.000 
12319,"8,656.00","1,689.71","1,188.00","2,877.71","10,637.73",07/08/2022 12:00:00.000 
12320,"11,803.00",996.59,188.00,"1,184.59","13,037.89",07/08/2022 12:00:00.000 
12314,"1,844.00",530.95,188.00,718.95,"2,230.38",07/05/2022 12:00:00.000 
12313,"8,156.00","1,315.02","1,936.80","3,251.82","10,698.98",07/05/2022 12:00:00.000 
12315,"14,841.75","2,046.03",188.00,"2,234.03","15,465.61",07/05/2022 12:00:00.000 
12312,988.00,278.74,188.00,466.74,"1,263.22",07/02/2022 12:00:00.000 
12305,"4,239.00","1,239.00",188.00,"1,427.00","4,427.00",07/02/2022 12:00:00.000 
12302,988.00,28.05,188.00,216.05,"1,263.22",07/02/2022 12:00:00.000 
12308,"8,656.00","1,814.99",808.00,"2,622.99","10,398.33",07/02/2022 12:00:00.000 
12309,"12,337.00","2,020.00",706.10,"2,726.10","13,210.32",07/02/2022 12:00:00.000 
12310,"8,212.00","1,332.45","1,931.60","3,264.05","10,743.52",07/02/2022 12:00:00.000 
12274,"7,537.00","1,117.00","2,239.40","3,356.40","9,972.11",07/02/2022 12:00:00.000 
12306,"11,255.00",509.50,188.00,697.50,"11,889.40",07/02/2022 12:00:00.000 
12307,"1,298.00",455.00,188.00,643.00,"1,612.61",07/02/2022 12:00:00.000 
12311,"1,290.00",157.55,188.00,345.55,"1,555.89",07/02/2022 12:00:00.000 
12299,"41,000.00","-2,900.00",0.00,"-2,900.00","41,000.00",07/02/2022 12:00:00.000 
12303,"22,826.00","2,767.85","2,488.36","5,256.21","26,142.09",07/02/2022 12:00:00.000 
12298,"3,199.00","1,625.05",245.84,"1,870.89","3,510.47",07/01/2022 12:00:00.000 
12301,"14,811.00",285.20,"1,876.20","2,161.40","18,086.19",07/01/2022 12:00:00.000 
12300,"12,068.00","2,210.30",188.00,"2,398.30","12,636.67",07/01/2022 12:00:00.000 
12297,"18,351.00","3,363.00",188.00,"3,551.00","20,143.77",07/01/2022 12:00:00.000 
12296,"9,077.00","1,233.50",349.64,"1,583.14","9,533.69",06/30/2022 12:00:00.000 
12282,"10,857.00","1,739.80",188.00,"1,927.80","11,652.33",06/30/2022 12:00:00.000 
12295,"1,298.00",455.00,188.00,643.00,"1,589.56",06/30/2022 12:00:00.000 
12253,"5,106.00",971.00,366.80,"1,337.80","5,598.25",06/29/2022 12:00:00.000 
12293,"7,706.00",907.00,316.87,"1,223.87","8,591.83",06/29/2022 12:00:00.000 
12292,"3,737.00",777.45,965.88,"1,743.33","5,230.41",06/28/2022 12:00:00.000 
12140,"8,656.00","1,978.34","1,215.00","3,193.34","11,092.76",06/28/2022 12:00:00.000 
12288,"8,656.00","1,691.52",545.60,"2,237.12","9,125.73",06/25/2022 12:00:00.000 
12287,"12,926.00","3,352.75",188.00,"3,540.75","13,114.00",06/25/2022 12:00:00.000 
12290,"1,963.00",308.45,188.00,496.45,"2,238.63",06/25/2022 12:00:00.000 
12289,"7,287.00","1,547.42","1,787.40","3,334.82","9,881.81",06/25/2022 12:00:00.000 
12285,"4,028.00",498.55,188.00,686.55,"4,216.00",06/24/2022 12:00:00.000 
12286,"8,837.00","1,193.10",547.40,"1,740.50","9,286.73",06/24/2022 12:00:00.000 
12283,"7,656.00",978.34,709.00,"1,687.34","9,501.56",06/24/2022 12:00:00.000 
12277,"3,211.00",-440.45,188.00,-252.45,"3,497.57",06/22/2022 12:00:00.000 
12278,"4,046.00",337.05,188.00,525.05,"4,380.06",06/22/2022 12:00:00.000 
12280,"2,799.00",288.40,188.00,476.40,"3,241.49",06/22/2022 12:00:00.000 
12279,"4,187.00",740.50,188.00,928.50,"4,605.57",06/22/2022 12:00:00.000 
12276,"3,216.00","1,110.60",188.00,"1,298.60","3,529.59",06/21/2022 12:00:00.000 
12275,"8,999.00","1,654.52","1,511.00","3,165.52","11,057.54",06/18/2022 12:00:00.000 
12272,"15,412.00","2,678.92","3,356.80","6,035.72","20,509.12",06/17/2022 12:00:00.000 
12271,"11,243.99","1,423.30",603.80,"2,027.10","12,017.41",06/17/2022 12:00:00.000 
12273,"4,899.00",985.40,503.60,"1,489.00","5,507.69",06/17/2022 12:00:00.000 
12529,"19,500.00","1,250.00",0.00,"1,250.00","19,500.00",06/16/2022 12:00:00.000 
12254,"8,968.37","2,972.12",188.00,"3,160.12","9,421.90",06/16/2022 12:00:00.000 
12265,"1,359.00",360.35,188.00,548.35,"1,617.11",06/15/2022 12:00:00.000 
12268,"5,012.00","1,676.20",188.00,"1,864.20","5,499.29",06/15/2022 12:00:00.000 
12266,"1,359.00",456.55,188.00,644.55,"1,617.11",06/15/2022 12:00:00.000 
12262,"5,199.00","1,285.40","1,232.00","2,517.40","6,845.97",06/14/2022 12:00:00.000 
12263,"13,050.40","3,477.15","1,480.00","4,957.15","15,651.31",06/14/2022 12:00:00.000 
12258,"16,037.00","2,760.89","1,228.00","3,988.89","18,075.53",06/11/2022 12:00:00.000 
12260,"1,434.00",549.35,188.00,737.35,"1,622.00",06/11/2022 12:00:00.000 
12259,"1,469.00",504.35,188.00,692.35,"1,730.30",06/11/2022 12:00:00.000 
12257,"16,037.00","2,778.85","2,794.24","5,573.09","19,169.63",06/11/2022 12:00:00.000 
12255,"9,763.60","1,634.00",767.60,"2,401.60","10,824.73",06/10/2022 12:00:00.000 
12256,"10,228.00","1,518.95",911.60,"2,430.55","10,964.92",06/10/2022 12:00:00.000 
12228,"9,157.56","1,193.10",188.00,"1,381.10","9,616.58",06/10/2022 12:00:00.000 
12251,"29,799.00","1,368.11","3,781.50","5,149.61","34,092.56",06/09/2022 12:00:00.000 
12227,"12,926.00","3,036.45","1,078.00","4,114.45","15,520.36",06/09/2022 12:00:00.000 
12143,"2,645.00",564.65,188.00,752.65,"3,074.37",06/09/2022 12:00:00.000 
12250,"3,437.00",432.26,357.44,789.70,"3,816.04",06/09/2022 12:00:00.000 
12249,"8,903.00","1,168.15",188.00,"1,356.15","9,354.64",06/08/2022 12:00:00.000 
12247,"12,967.70","3,439.40","2,606.00","6,045.40","17,299.01",06/08/2022 12:00:00.000 
12248,"13,178.99","3,553.52",188.00,"3,741.52","14,071.43",06/08/2022 12:00:00.000 
12158,"3,337.00",672.32,188.00,860.32,"3,627.23",06/07/2022 12:00:00.000 
12244,"10,228.00","1,512.95","1,148.56","2,661.51","12,263.92",06/07/2022 12:00:00.000 
12241,"7,337.00","1,550.99","1,130.00","2,680.99","9,632.32",06/07/2022 12:00:00.000 
12243,"8,126.00","1,945.25",188.00,"2,133.25","8,314.00",06/07/2022 12:00:00.000 
12245,"10,299.00","1,994.57","1,593.00","3,587.57","12,785.99",06/07/2022 12:00:00.000 
12151,"11,257.00","1,815.75","1,751.00","3,566.75","13,492.16",06/04/2022 12:00:00.000 
12240,"11,346.98","1,821.02","1,568.20","3,389.22","13,468.12",06/04/2022 12:00:00.000 
12233,"4,899.00",975.45,"1,543.80","2,519.25","6,778.00",06/04/2022 12:00:00.000 
12239,"4,337.00",953.35,"1,332.60","2,285.95","6,103.47",06/04/2022 12:00:00.000 
12222,"6,278.00","1,158.85","1,160.40","2,319.25","7,846.75",06/04/2022 12:00:00.000 
12231,"7,637.00","1,001.82",188.00,"1,189.82","7,825.00",06/04/2022 12:00:00.000 
12236,"11,807.00","1,228.18","1,003.00","2,231.18","13,927.14",06/03/2022 12:00:00.000 
12242,"7,907.00","1,637.64",188.00,"1,825.64","8,095.00",06/01/2022 12:00:00.000 
12232,"20,504.55","3,397.94","1,164.00","4,561.94","23,283.04",06/01/2022 12:00:00.000 
12220,"8,357.00","1,283.45",188.00,"1,471.45","8,792.81",06/01/2022 12:00:00.000 
12230,"4,337.00",953.35,412.40,"1,365.75","4,763.47",06/01/2022 12:00:00.000 
12229,"7,737.00","1,385.35",188.00,"1,573.35","8,600.21",05/31/2022 12:00:00.000 
12223,"3,839.00",362.77,"1,358.40","1,721.17","5,579.22",05/28/2022 12:00:00.000 
12224,"9,228.00","1,419.55","1,713.20","3,132.75","11,838.56",05/28/2022 12:00:00.000 
12221,"7,907.00","1,637.64","1,852.00","3,489.64","10,245.86",05/28/2022 12:00:00.000 
12225,"16,812.90","1,535.04","2,194.48","3,729.52","19,383.93",05/28/2022 12:00:00.000 
12216,"4,137.00",711.95,188.00,899.95,"4,552.93",05/26/2022 12:00:00.000 
12046,"9,399.00",795.55,188.00,983.55,"10,117.48",05/26/2022 12:00:00.000 
12215,"9,228.00","1,419.55",188.00,"1,607.55","9,714.31",05/26/2022 12:00:00.000 
12191,"2,979.00",654.95,213.25,868.20,"3,284.09",05/26/2022 12:00:00.000 
12217,"1,459.00",499.05,188.00,687.05,"1,694.76",05/26/2022 12:00:00.000 
12125,"17,574.20","1,803.05","1,179.25","2,982.30","19,802.55",05/25/2022 12:00:00.000 
12211,"8,037.00","1,767.64","1,778.85","3,546.49","10,493.71",05/25/2022 12:00:00.000 
12214,"1,399.00",368.10,188.00,556.10,"1,695.88",05/25/2022 12:00:00.000 
12213,"9,610.00","1,424.15",213.25,"1,637.40","10,773.49",05/25/2022 12:00:00.000 
12451,"7,712.00","1,113.43","1,845.60","2,959.03","9,883.08",05/25/2022 12:00:00.000 
12210,"12,926.00","3,352.75",188.00,"3,540.75","13,741.34",05/25/2022 12:00:00.000 
12208,"11,107.00","1,826.47","1,320.00","3,146.47","13,682.81",05/24/2022 12:00:00.000 
12209,"4,037.00",536.30,188.00,724.30,"4,225.00",05/24/2022 12:00:00.000 
12207,"3,649.00",172.75,-250.00,-77.25,"3,688.60",05/24/2022 12:00:00.000 
12206,"1,913.00",297.75,188.00,485.75,"2,280.00",05/23/2022 12:00:00.000 
12204,"1,558.95",450.55,213.25,663.80,"1,864.26",05/21/2022 12:00:00.000 
12205,"1,434.00",606.55,188.00,794.55,"1,669.04",05/21/2022 12:00:00.000 
12188,"12,556.00","2,982.78","1,376.85","4,359.63","14,830.86",05/21/2022 12:00:00.000 
12202,"11,026.00","2,648.72","1,570.25","4,218.97","13,994.69",05/21/2022 12:00:00.000 
12203,"3,437.00",432.31,"1,783.60","2,215.91","5,628.85",05/21/2022 12:00:00.000 
12189,"4,899.00",975.45,"1,373.52","2,348.97","6,835.46",05/20/2022 12:00:00.000 
12197,"4,337.00",645.95,188.00,833.95,"4,910.53",05/20/2022 12:00:00.000 
12199,"12,926.00","-5,932.20","1,402.56","-4,529.64","15,076.77",05/20/2022 12:00:00.000 
12195,"1,459.00",558.55,213.25,771.80,"1,720.01",05/20/2022 12:00:00.000 
12200,"4,899.00",975.45,"1,182.00","2,157.45","6,835.46",05/20/2022 12:00:00.000 
12192,"8,012.00","1,564.95",188.00,"1,752.95","8,632.14",05/18/2022 12:00:00.000 
12190,"7,837.00","1,697.82","1,087.20","2,785.02","9,738.73",05/17/2022 12:00:00.000 
12164,"25,842.40","4,567.55",213.25,"4,780.80","26,055.65",05/14/2022 12:00:00.000 
12181,"8,865.00","1,336.35",213.25,"1,549.60","9,849.57",05/14/2022 12:00:00.000 
12184,"13,836.85","3,069.43","1,673.25","4,742.68","16,779.21",05/14/2022 12:00:00.000 
12144,"4,737.00",714.00,188.00,902.00,"5,067.83",05/14/2022 12:00:00.000 
12172,"11,576.00","2,288.47","1,916.85","4,205.32","13,820.41",05/14/2022 12:00:00.000 
12178,"3,337.00",828.00,188.00,"1,016.00","3,825.33",05/14/2022 12:00:00.000 
12187,"2,483.85",348.45,188.00,536.45,"2,836.32",05/14/2022 12:00:00.000 
12182,"6,762.00","1,213.05","1,038.00","2,251.05","8,341.55",05/14/2022 12:00:00.000 
12186,"12,926.00","3,533.34","1,957.60","5,490.94","15,824.27",05/14/2022 12:00:00.000 
12183,"10,437.00","1,727.95","1,253.25","2,981.20","12,590.19",05/14/2022 12:00:00.000 
12180,"21,893.00","3,594.70","2,508.00","6,102.70","24,211.35",05/13/2022 12:00:00.000 
12170,"13,539.95","3,393.48","1,373.25","4,766.73","15,841.31",05/12/2022 12:00:00.000 
12160,"8,437.00","1,169.00",188.00,"1,357.00","9,079.54",05/12/2022 12:00:00.000 
12179,"6,499.00","-2,334.98",213.25,"-2,121.73","6,906.17",05/12/2022 12:00:00.000 
12171,"12,926.00","3,439.40","1,837.60","5,277.00","15,315.45",05/10/2022 12:00:00.000 
12175,"7,811.00","-7,813.06",188.00,"-7,625.06","8,230.97",05/10/2022 12:00:00.000 
12176,"2,759.00",544.10,188.00,732.10,"3,198.08",05/10/2022 12:00:00.000 
12174,"13,500.00","1,982.26",188.00,"2,170.26","14,409.36",05/10/2022 12:00:00.000 
12185,"2,127.50",416.00,213.25,629.25,"2,538.03",05/10/2022 12:00:00.000 
12097,"12,584.00","3,181.09",213.25,"3,394.34","13,885.43",05/10/2022 12:00:00.000 
12167,"7,612.00","1,562.95","1,506.20","3,069.15","9,511.06",05/07/2022 12:00:00.000 
12168,"10,162.00","1,720.00","1,470.60","3,190.60","12,195.45",05/07/2022 12:00:00.000 
12173,"13,420.95","3,383.20","1,716.45","5,099.65","15,718.86",05/07/2022 12:00:00.000 
12161,"4,293.00","1,051.40",376.00,"1,427.40","4,804.40",05/06/2022 12:00:00.000 
12165,"2,999.00",847.25,188.00,"1,035.25","3,279.42",05/06/2022 12:00:00.000 
12162,"3,158.00","1,468.17",426.50,"1,894.67","3,686.98",05/06/2022 12:00:00.000 
12163,"10,731.45",200.00,188.00,388.00,"11,862.90",05/06/2022 12:00:00.000 
12166,"11,314.45","1,160.05",213.25,"1,373.30","12,507.71",05/06/2022 12:00:00.000 
12155,"2,576.00",656.10,426.50,"1,082.60","3,088.10",05/05/2022 12:00:00.000 
12157,"6,984.00","1,446.95",188.00,"1,634.95","7,783.06",05/05/2022 12:00:00.000 
12156,"8,357.00","1,350.00",188.00,"1,538.00","8,792.81",05/04/2022 12:00:00.000 
12153,"4,249.00",540.05,213.25,753.30,"4,696.08",05/03/2022 12:00:00.000 
12106,"1,500.00",300.00,188.00,488.00,"1,736.95",05/03/2022 12:00:00.000 
12154,"12,556.00","3,069.43","1,373.25","4,442.68","14,828.83",05/03/2022 12:00:00.000 
12134,"22,228.00","3,509.28",752.00,"4,261.28","22,980.00",05/03/2022 12:00:00.000 
12138,"3,121.00",487.05,188.00,675.05,"3,402.00",04/30/2022 12:00:00.000 
12103,"13,719.45","1,135.45",213.25,"1,348.70","14,336.02",04/30/2022 12:00:00.000 
12104,"12,284.86","10,272.53",903.00,"11,175.53","14,130.18",04/30/2022 12:00:00.000 
12150,"12,693.96","3,051.48","1,698.00","4,749.48","14,871.96",04/30/2022 12:00:00.000 
12133,"9,499.00","1,386.75","1,638.05","3,024.80","11,393.17",04/30/2022 12:00:00.000 
12149,"3,245.00","1,184.10",426.50,"1,610.60","3,980.00",04/30/2022 12:00:00.000 
12246,"27,224.01","4,072.90",188.00,"4,260.90","27,412.01",04/30/2022 12:00:00.000 
12146,"7,914.00","1,442.28",213.25,"1,655.53","8,554.23",04/29/2022 12:00:00.000 
12147,"9,178.00","1,668.95",657.00,"2,325.95","10,336.61",04/29/2022 12:00:00.000 
12145,"17,787.00","2,351.62",188.00,"2,539.62","18,496.28",04/29/2022 12:00:00.000 
12135,"2,167.32",90.00,188.00,278.00,"2,479.44",04/29/2022 12:00:00.000 
12139,"32,614.45",-635.21,376.00,-259.21,"35,801.24",04/28/2022 12:00:00.000 
12538,0.00,-5.97,0.00,-5.97,0.00,04/27/2022 12:00:00.000 
12136,"7,105.98",575.28,213.25,788.53,"7,922.45",04/27/2022 12:00:00.000 
12132,"11,012.00","2,100.00","1,019.60","3,119.60","12,154.24",04/27/2022 12:00:00.000 
12131,"11,918.00","1,394.00",213.25,"1,607.25","12,482.32",04/26/2022 12:00:00.000 
12127,"12,712.69","2,682.12",973.25,"3,655.37","14,590.06",04/23/2022 12:00:00.000 
12126,"7,937.00","1,927.98",213.25,"2,141.23","8,842.50",04/23/2022 12:00:00.000 
12129,"15,168.00","2,806.56","2,907.54","5,714.10","18,825.28",04/23/2022 12:00:00.000 
12128,"10,868.00","2,395.00",188.00,"2,583.00","11,409.93",04/23/2022 12:00:00.000 
12113,"3,849.00",673.50,998.45,"1,671.95","5,028.32",04/23/2022 12:00:00.000 
12123,"4,677.50",443.86,436.40,880.26,"5,045.52",04/23/2022 12:00:00.000 
12120,"10,562.00","1,847.00",618.25,"2,465.25","11,787.00",04/23/2022 12:00:00.000 
12124,"1,229.00",386.24,213.25,599.49,"1,516.92",04/22/2022 12:00:00.000 
12122,"11,299.00","1,843.02",188.00,"2,031.02","11,845.37",04/21/2022 12:00:00.000 
12121,"23,000.00","2,300.00",877.00,"3,177.00","25,410.01",04/20/2022 12:00:00.000 
12119,"13,169.95","3,068.43",213.25,"3,281.68","14,087.16",04/20/2022 12:00:00.000 
12118,"6,108.00",580.44,376.00,956.44,"7,036.46",04/19/2022 12:00:00.000 
12101,"7,549.00","1,280.00","1,048.25","2,328.25","9,136.62",04/16/2022 12:00:00.000 
12096,"14,999.00","4,328.17","1,068.85","5,397.02","16,012.60",04/16/2022 12:00:00.000 
12117,"12,190.74","1,417.24",188.00,"1,605.24","12,378.74",04/16/2022 12:00:00.000 
12100,"8,056.00",894.87,188.00,"1,082.87","8,483.08",04/16/2022 12:00:00.000 
12114,"5,500.00",550.00,213.25,763.25,"6,183.65",04/16/2022 12:00:00.000 
12116,"3,961.00",484.00,213.25,697.25,"4,290.98",04/16/2022 12:00:00.000 
12115,"8,484.00","1,816.33","1,722.25","3,538.58","10,538.74",04/16/2022 12:00:00.000 
12007,"6,188.99",914.00,188.00,"1,102.00","6,561.92",04/15/2022 12:00:00.000 
12112,"3,864.00","1,442.84",639.75,"2,082.59","4,632.15",04/15/2022 12:00:00.000 
12110,"1,609.00",548.55,213.25,761.80,"1,916.95",04/15/2022 12:00:00.000 
12108,"11,611.84","2,194.49",290.05,"2,484.54","12,446.95",04/15/2022 12:00:00.000 
12111,"10,399.00","1,233.15",944.25,"2,177.40","12,514.26",04/15/2022 12:00:00.000 
12105,"2,127.00",368.00,188.00,556.00,"2,315.00",04/14/2022 12:00:00.000 
12102,"7,584.00","1,403.28","1,208.00","2,611.28","9,272.00",04/14/2022 12:00:00.000 
12107,"10,784.00","2,029.00","1,049.25","3,078.25","13,032.07",04/14/2022 12:00:00.000 
12073,"12,830.46","2,919.99","1,913.45","4,833.44","15,319.79",04/13/2022 12:00:00.000 
11993,"10,329.00",972.50,188.00,"1,160.50","10,517.00",04/12/2022 12:00:00.000 
12098,"3,094.00",832.50,188.00,"1,020.50","3,282.00",04/12/2022 12:00:00.000 
12095,"3,727.00",551.50,213.25,764.75,"4,146.58",04/12/2022 12:00:00.000 
12086,"12,556.00","3,069.43","1,173.25","4,242.68","14,930.86",04/09/2022 12:00:00.000 
12074,"10,637.00","1,964.00",803.05,"2,767.05","11,164.18",04/09/2022 12:00:00.000 
12089,"7,509.00","1,240.00",188.00,"1,428.00","7,697.00",04/09/2022 12:00:00.000 
12079,"1,272.50",452.55,213.25,665.80,"1,527.23",04/09/2022 12:00:00.000 
12094,"12,755.99","3,069.43","1,723.25","4,792.68","16,062.07",04/09/2022 12:00:00.000 
12093,"10,749.00","2,195.72",702.25,"2,897.97","12,437.63",04/09/2022 12:00:00.000 
